phrase,intent,parameters
Проложи маршрут до центра города,nav_start,"{""destination"": ""центр города""}"
"Отмени навигацию, пожалуйста",nav_cancel,
Позвони Ивану,call_start,"{""contact"": ""Иван""}"
Повесь трубку,call_hangup,
Как сегодня погода за окном?,chitchat,
Опусти заднее правое окно,window_set,
Чуть приоткрой заднее левое стекло,window_set,
Приоткрой люк наполовину,sunroof_set,"{""percent"": 50}"
Выключи климат,ac_off,
Поставь обдув вентилятора на максимум,ac_fan_set,"{""level"": ""max""}"
Убавь скорость вентилятора на два шага,ac_fan_set,"{""delta"": 2}"
Активируй рециркуляцию воздуха,ac_mode_set,
Нужен подогрев сидений,seat_heater_set,
Установи подогрев пассажирского сиденья на три,seat_heater_set,"{""seat"": ""passenger"", ""level"": 3}"
Выключи подогрев кресла водителя,seat_heater_set,"{""seat"": ""driver""}"
Включи вентиляцию сиденья водителя на максимум,seat_vent_set,"{""seat"": ""driver"", ""level"": ""max""}"
Продуй лобовое стекло,defrost_set,
Включи фары сейчас,headlights_set,
Выключи передние фары,headlights_set,
Активируй режим дождя,rain_set,
Позвони Оле,call_start,"{""contact"": ""Оля""}"
"Закончи разговор, пожалуйста",call_hangup,
Прокладывай маршрут до дома,nav_start,"{""destination"": ""дом""}"
Настрой радиочастоту на 101.2,radio_set_station,"{""frequency"": 101.2}"
Переключись на 88.5 FM,radio_set_station,"{""frequency"": 88.5, ""band"": ""FM""}"
Включи джаз,play_music,"{""genre"": ""джаз""}"
Пусть играет мой плейлист 'Утро',play_music,"{""playlist"": ""Утро""}"
Стоп музыка,stop_music,
Верни предыдущую,previous_track,
Сделай тише на три деления,volume_change,"{""amount"": 3}"
Установи громкость на семь,volume_set,"{""level"": 7}"
Отключи звук,volume_mute_set,
Выбери источник Bluetooth,media_source_set,"{""source"": ""Bluetooth""}"
Включи режим перемешивания треков,media_shuffle_set,
Включи FM как источник,media_source_set,"{""source"": ""radio"", ""band"": ""FM""}"
"Расскажи анекдот, если не сложно",chitchat,
"Спасибо, ты молодец",chitchat,
Подключи USB,media_source_set,"{""source"": ""USB""}"
Переключи на следующую радиостанцию,radio_set,
"Пожалуйста, отвези меня в аэропорт",nav_start,"{""destination"": ""аэропорт""}"
Прекрати маршрут,nav_cancel,
Поставь громкость на пятнадцать,volume_set,"{""level"": 15}"
Отклонить вызов,call_hangup,
Открой окно водителя,window_set,"{""side"": ""driver"", ""action"": ""open""}"
Щёлкни люк наполовину,sunroof_set,"{""position"": ""50%"", ""action"": ""open""}"
Поставь температуру на двадцать два градуса,ac_set,"{""temperature"": 22}"
"Мне жарко в машине, сделай, пожалуйста, кондиционер холоднее на три градуса",ac_set,"{""delta"": -3}"
Вентилятор на максимум,ac_fan_set,"{""level"": ""max""}"
Сделай обдув помедленнее,ac_fan_set,"{""action"": ""decrease""}"
Режим авто климат,ac_mode_set,"{""mode"": ""auto""}"
Обогрев сидений включи,seat_heater_set,
Заднему пассажиру подогрей сиденье на минимум,seat_heater_set,"{""seat"": ""rear"", ""level"": ""low""}"
Вентиляция кресла водителя на 3,seat_vent_set,"{""seat"": ""driver"", ""level"": 3}"
Убери вентиляцию переднего пассажира,seat_vent_set,"{""seat"": ""front_passenger"", ""action"": ""off""}"
"Отключи обогрев руля, пожалуйста",wheel_heater_set,"{""action"": ""off""}"
Запусти обдув лобового стекла,defrost_set,"{""target"": ""front"", ""action"": ""on""}"
Выключи обогрев заднего стекла,defrost_set,"{""target"": ""rear"", ""action"": ""off""}"
Открыть шторку люка полностью,sunroof_set,"{""position"": ""100%"", ""action"": ""open""}"
Закрой панорамный люк,sunroof_close,
Следующая дорожка,next_track,
Назад трек,previous_track,
Понизь громкость на пять,volume_change,"{""delta"": -5}"
"Хочу слушать тише: выставь громкость на сорок процентов, не больше",volume_set,"{""volume"": ""40%""}"
Сделай повтор,media_repeat_set,"{""state"": ""on""}"
Вкл режим случайного воспроизведения,media_shuffle_set,"{""state"": ""on""}"
Поставь радио на FM,radio_set,"{""band"": ""FM""}"
"Можно настроить радио на частоту сто один целых две десятых, пожалуйста?",radio_set_station,"{""frequency"": ""101.2""}"
"Поехали домой, навигатор",nav_start,"{""destination"": ""home""}"
Проложи маршрут до ближайшей заправки,nav_start,"{""destination"": ""nearest_fuel_station""}"
Позвони Ольге,call_start,"{""contact"": ""Ольга""}"
Положи трубку,call_hangup,
Автоматические фары включить,headlights_set,"{""state"": ""auto""}"
Дальний свет вкл,high_beam_set,"{""state"": ""on""}"
