phrase,intent,parameters
Закрой люк на половину,sunroof_set,"{""action"": ""close"", ""percent"": 50}"
Включи музыку,play_music,
Останови музыку,stop_music,
Поставь на паузу,media_pause,
Следующий трек,next_track,
Вернись на предыдущий трек,previous_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Снижай громкость на 15 процентов,volume_change,"{""delta"": -15}"
Установи громкость на 40,volume_set,"{""level"": 40}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Поставь радио на частоту 101.5,radio_set,"{""frequency"": ""101.5""}"
Как добраться до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Отмени навигацию,nav_cancel,
Позвони другу,call_start,"{""contact"": ""друг""}"
Ответь на звонок,call_answer,
Сбрось вызов,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи стеклоочистители на авто,wipers_set,"{""speed"": ""auto""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Открой окно у водителя на двадцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 20}"
"Пожалуйста, закрой все окна",window_set,"{""action"": ""close"", ""window"": ""all""}"
Закрой окно пассажира полностью,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Приоткрой стекло на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Включи кондиционер на восемнадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Отключи кондиционер,ac_off,
Установи кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи рециркуляцию в кондиционере,ac_mode_set,"{""enabled"": true}"
Увеличь скорость вентилятора до семидесяти процентов,ac_fan_set,"{""level"": 70, ""speed"": ""medium""}"
Поставь обогрев сиденья для пассажира на пятнадцать,seat_heater_set,"{""seat"": ""passenger"", ""level"": 15}"
Включи обогрев сидения водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогрев сидений,seat_heater_set,"{""seat"": ""all"", ""level"": 80}"
Поставь кондиционер на автомат,ac_mode_set,"{""enabled"": true}"
Включи обогрев для сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Включи обогрев сидений на максимум,seat_heater_set,"{""seat"": ""all"", ""level"": 100}"
Закрой люк на тридцать процентов,sunroof_set,"{""action"": ""close"", ""percent"": 30}"
Открой люк,sunroof_set,"{""action"": ""open""}"
Закрой люк,sunroof_close,
Включи радио на частоте девяносто два,radio_set,"{""frequency"": ""92.0""}"
Поставь Bluetooth в качестве источника,media_source_set,"{""source"": ""bluetooth""}"
Сделай погромче на пять,volume_change,"{""delta"": 5}"
Убавь громкость на десять,volume_change,"{""delta"": -10}"
Поставь громкость на семьдесят процентов,volume_set,"{""level"": 70}"
Запусти музыку,play_music,
Останови музыку,stop_music,
Переключи на следующую дорожку,next_track,
Вернись на предыдущую дорожку,previous_track,
Как доехать до Красной площади?,nav_start,"{""destination"": ""Красная площадь""}"
Отмени навигацию,nav_cancel,
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Заверши вызов,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Установи дворники на среднюю скорость,wipers_set,"{""speed"": ""medium""}"
Поставь дворники на авто,wipers_set,"{""speed"": ""auto""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой пассажирское окно на три четверти,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 75}"
"Можно открыть все окна, пожалуйста?",window_set,"{""action"": ""open"", ""window"": ""all""}"
"Сделай так, чтобы все окна были закрыты",window_set,"{""action"": ""close"", ""window"": ""all""}"
Включи кондиционер на двадцать три градуса,ac_set,"{""state"": ""on"", ""temperature"": 23}"
"Кондиционер, выключись",ac_set,"{""state"": ""off""}"
"Пожалуйста, отключи кондиционер",ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Сделай обдув на высокой скорости,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Уменьши скорость вентиляторов до средней,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Включи обогрев сиденья водителя на максимуме,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Сделай обогрев сиденья пассажира на 40%,seat_heater_set,"{""seat"": ""passenger"", ""level"": 40}"
"Пожалуйста, сделай обогрев сиденья у водителя",seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Включи обогрев сиденья,seat_heater_set,"{""seat"": ""passenger"", ""level"": 70}"
Включи задний обогрев стекол,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи передний обогрев стекол,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Закрой люк на 80 процентов,sunroof_set,"{""action"": ""close"", ""percent"": 80}"
Открой люк на полную ширину,sunroof_set,"{""action"": ""open"", ""percent"": 100}"
"Следующий трек, пожалуйста",next_track,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Поставь громкость на 50%,volume_set,"{""level"": 50}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Включи радио на частоте 95.7,radio_set,"{""frequency"": ""95.7""}"
